file,label
1c52ea820.png,Fat Hen
caa2fbd79.png,Common Chickweed
288564c76.png,Sugar beet
a55d26a4c.png,Common Chickweed
59b2c6f2b.png,Common Chickweed
e9cd91682.png,Common Chickweed
0ae6668fa.png,Loose Silky-bent
c8f50f0c3.png,Common wheat
114928248151480809544723696673666065832.png,dog
da5255450.png,Common Chickweed
16fd2e01a.png,Small-flowered Cranesbill
9d79a1f0c.png,Small-flowered Cranesbill
73260a4ee.png,Fat Hen
56112b92c.png,Small-flowered Cranesbill
d17f48d3b.png,Scentless Mayweed
1376f3b63.png,Loose Silky-bent
756dd5070.png,Common Chickweed
4e69d100a.png,Small-flowered Cranesbill
9df3275da.png,Small-flowered Cranesbill
bb20fce02.png,Scentless Mayweed
446f7da01.png,Loose Silky-bent
17d5e5ac4.png,Loose Silky-bent
129743092130922354709757083873252591694.png,dog
1821eb11a.png,Scentless Mayweed
6ba4ef411.png,Cleavers
16467a950.png,Loose Silky-bent
80e299ae9.png,Shepherds Purse
fc3e58836.png,Scentless Mayweed
39141507718372352680002658194996793768.png,horse
558aa7deb.png,Loose Silky-bent
75cb95e91.png,Charlock
38c054379.png,Small-flowered Cranesbill
252851447096038123213788688169590275512.png,dog
36ed4f215.png,Common Chickweed
157140348088638880269647872951614795497.png,cat
19e58cc5e.png,Common Chickweed
cfd8165e9.png,Charlock
b98327bf4.png,Scentless Mayweed
592473c83.png,Loose Silky-bent
329665165222156222666556764282954555838.png,cat
2126dc71b.png,Common Chickweed
300859693147928303462439014372810168619.png,cow
a1da8be3c.png,Maize
e1809cef2.png,Scentless Mayweed
d102e1a15.png,Cleavers
cb496f36e.png,Loose Silky-bent
be341dbdc.png,Loose Silky-bent
7d4cd07ad.png,Common Chickweed
4bcdaa5e2.png,Charlock
d0cdc768f.png,Common wheat
e783f5a4f.png,Sugar beet
f4caf74f9.png,Charlock
308768974486201426493204194488857859960.png,cat
74fd477eb.png,Common Chickweed
209991932795420662149560461401859474191.png,dog
6bce55e05.png,Cleavers
e14afa235.png,Common wheat
2dd5cfba9.png,Shepherds Purse
a1e0a6c02.png,Cleavers
618de3d7a.png,Charlock
3eebd36c6.png,Charlock
502dff972.png,Small-flowered Cranesbill
241e6935a.png,Fat Hen
edfdb4aeb.png,Scentless Mayweed
48ef6a2ff.png,Common wheat
19b51843a.png,Common Chickweed
b29339405.png,Loose Silky-bent
158015087220133722354507397127581689790.png,dog
164220732858183449269454108375924012403.png,horse
141134796774537872893376214203054235318.png,cat
39c8fde99.png,Loose Silky-bent
306038077356851448863259538347164838114.png,cow
ef65533d5.png,Loose Silky-bent
b5c7fd009.png,Loose Silky-bent
2693e5c65.png,Maize
d5f7dd60a.png,Scentless Mayweed
199407958516455386162422016010830148639.png,cow
1191ba346.png,Cleavers
177d7e2a4.png,Common Chickweed
9643fc5f4.png,Charlock
bdde957ec.png,Shepherds Purse
c85ef220d.png,Common Chickweed
5e6a237f2.png,Sugar beet
ab0f67743.png,Loose Silky-bent
3d67c434b.png,Fat Hen
969a851be.png,Scentless Mayweed
f1e87cba7.png,Loose Silky-bent
12625488b.png,Fat Hen
d84d37a61.png,Common Chickweed
204381697197705326838190503222793443851.png,dog
71334c634.png,Maize
8b9144917.png,Small-flowered Cranesbill
b2706e2b3.png,Common wheat
22e79540f.png,Cleavers
b7ad92859.png,Shepherds Purse
675ec1b0b.png,Small-flowered Cranesbill
290061792719156548259503310097441814692.png,cat
41f1c3cdb.png,Fat Hen
0e8492cb1.png,Fat Hen
93d76fd5d.png,Small-flowered Cranesbill
aaf4da98f.png,Sugar beet
234860784261611515975235099606951230192.png,cat
31fcdc161.png,Maize
835dc5447.png,Small-flowered Cranesbill
9b4800b42.png,Charlock
37297a64c.png,Common Chickweed
3ebbe9ca4.png,Charlock
f23faf9c1.png,Loose Silky-bent
4392d93cf.png,Fat Hen
dc55449b2.png,Sugar beet
8b27bfd2b.png,Small-flowered Cranesbill
91924591497228461027528170526356690192.png,horse
3a909ead8.png,Small-flowered Cranesbill
ede6b84b4.png,Cleavers
310516026735076971327010957131643477302.png,cat
f8318faf1.png,Common Chickweed
337621120724960212018107073797143581345.png,cow
96f14d90c.png,Sugar beet
327899408026058550571264798310392256142.png,dog
172f9b10b.png,Common Chickweed
61b044411.png,Loose Silky-bent
76555b064.png,Loose Silky-bent
128150439282056712115408218271508522690.png,cow
9516e56c4.png,Loose Silky-bent
8ab8a958b.png,Fat Hen
d6d80a321.png,Scentless Mayweed
410e6f702.png,Small-flowered Cranesbill
824f5d4e5.png,Sugar beet
d01873fdd.png,Loose Silky-bent
bf66b9cd2.png,Maize
35127407563079918440916079424532296443.png,cow
338067903126998569237742935116002452917.png,cat
a8c8a1db0.png,Shepherds Purse
da713c465.png,Loose Silky-bent
7f31c7f42.png,Loose Silky-bent
d6d31dcbe.png,Scentless Mayweed
534e74d83.png,Common Chickweed
d6c8c3c48.png,Small-flowered Cranesbill
3edf5e9ef.png,Loose Silky-bent
197668243924729768062177942273393120828.png,cow
8c98a6e9b.png,Loose Silky-bent
2b55a2da2.png,Charlock
4ea7493d5.png,Sugar beet
78750e0ff.png,Charlock
115f93ecc.png,Loose Silky-bent
cb76a7766.png,Fat Hen
67499015394759352748226861668773730947.png,dog
91e469b4a.png,Charlock
9c777333d.png,Common Chickweed
1dc7c45df.png,Loose Silky-bent
fc6f686fb.png,Sugar beet
4287d810c.png,Common Chickweed
0fb233ad6.png,Small-flowered Cranesbill
a7bd7cadb.png,Fat Hen
bb1c84bbc.png,Loose Silky-bent
99290367983953612964997061525471858911.png,cow
1f5e5554e.png,Small-flowered Cranesbill
79e5ea8fa.png,Loose Silky-bent
3fbf1a417.png,Cleavers
c7eb96871.png,Common wheat
59c6a9f95.png,Fat Hen
5b3beec58.png,Loose Silky-bent
311571958228423005463719291182794896287.png,cow
851c90831.png,Loose Silky-bent
98062cd87.png,Shepherds Purse
7e9cf1c46.png,Common Chickweed
a3b375b34.png,Loose Silky-bent
104683525912619422361857060634408985829.png,cat
0dba99002.png,Sugar beet
593896f83.png,Common Chickweed
456d507c0.png,Cleavers
78b1bf91a.png,Sugar beet
36211170707286219341195983444241060422.png,cow
8cf2e3e6c.png,Common Chickweed
948cdb277.png,Cleavers
24c94a6ca.png,Sugar beet
